athlete_full_name,athlete_url,sex,height,weight,NOC,NOC_code
Franz GATTERMANN,https://olympics.com/en/athletes/franz-gattermann,Male,180 cm,72 kg,Austria,AUT
Peter ZIPFEL,https://olympics.com/en/athletes/peter-zipfel,Male,185 cm,77 kg,West Germany,FRG
Joze KLEMENCIC,https://olympics.com/en/athletes/joze-klemencic,Male,171 cm,64 kg,Yugoslavia,YUG
Peter JURIC,https://olympics.com/en/athletes/peter-juric,Male,190 cm,76 kg,Austria,AUT
James GALANES,https://olympics.com/en/athletes/james-galanes,Male,185 cm,77 kg,United States,USA
Gottlieb KONRADSSON,https://olympics.com/en/athletes/gottlieb-konradsson,Male,178 cm,76 kg,Iceland,ISL
Ivo CARMAN,https://olympics.com/en/athletes/ivo-carman,Male,181 cm,79 kg,Yugoslavia,YUG
Frank SCHRÖDER,https://olympics.com/en/athletes/frank-schroder,Male,183 cm,69 kg,East Germany,GDR
Jean-Denis JAUSSAUD,https://olympics.com/en/athletes/jean-denis-jaussaud,Male,,,France,FRA
Jozef LUSZCZEK,https://olympics.com/en/athletes/jozef-luszczek,Male,176 cm,72 kg,Poland,POL
Dusan DJURICIC,https://olympics.com/en/athletes/dusan-djuricic,Male,191 cm,90 kg,Czechoslovakia,TCH
Christo BARZANOV,https://olympics.com/en/athletes/christo-barzanov,Male,181 cm,78 kg,Bulgaria,BUL
Daniel SANDOZ,https://olympics.com/en/athletes/daniel-sandoz,Male,181 cm,70 kg,Switzerland,SUI
Andrew RAWLIN,https://olympics.com/en/athletes/andrew-rawlin,Male,189 cm,78 kg,Great Britain,GBR
Mark MOORE,https://olympics.com/en/athletes/mark-moore,Male,188 cm,77 kg,United States,USA
Stephen DAGLISH,https://olympics.com/en/athletes/stephen-daglish,Male,,,Great Britain,GBR
Shi SONG,https://olympics.com/en/athletes/shi-song,Male,173 cm,63 kg,People's Republic of China,CHN
Xiao-Ming LI,https://olympics.com/en/athletes/xiao-ming-li,Male,165 cm,60 kg,People's Republic of China,CHN
Miguel PRAT SAGALES,https://olympics.com/en/athletes/miguel-prat-sagales,Male,178 cm,76 kg,Spain,ESP
Ricardo HOLLER,https://olympics.com/en/athletes/ricardo-holler,Male,183 cm,70 kg,Argentina,ARG
Alejandro BARATTA,https://olympics.com/en/athletes/alejandro-baratta,Male,170 cm,64 kg,Argentina,ARG
Kvetoslava JERIOVA,https://olympics.com/en/athletes/kvetoslava-jeriova,Female,162 cm,57 kg,Czechoslovakia,TCH
Blanka PAULU,https://olympics.com/en/athletes/blanka-paulu,Female,167 cm,53 kg,Czechoslovakia,TCH
Marit MYRMAEL,https://olympics.com/en/athletes/marit-myrmael,Female,168 cm,58 kg,Norway,NOR
Tamara MARKACHANSKAYA,https://olympics.com/en/athletes/tamara-markachanskaya,Female,190 cm,75 kg,Soviet Union,URS
Marie JOHANSSON-RISBY,https://olympics.com/en/athletes/marie-johansson-risby,Female,161 cm,56 kg,Sweden,SWE
Yulia STEPANOVA,https://olympics.com/en/athletes/yulia-stepanova,Female,169 cm,68 kg,Soviet Union,URS
Petra ROHRMANN,https://olympics.com/en/athletes/petra-rohrmann,Female,167 cm,59 kg,East Germany,GDR
Hana PASIAROVA,https://olympics.com/en/athletes/hana-pasiarova,Female,165 cm,57 kg,Czechoslovakia,TCH
Ute NOACK,https://olympics.com/en/athletes/ute-noack-1,Female,172 cm,68 kg,Germany,GER
Sharon FIRTH,https://olympics.com/en/athletes/sharon-firth,Female,164 cm,52 kg,Canada,CAN
Shirley FIRTH,https://olympics.com/en/athletes/shirley-firth,Female,164 cm,52 kg,Canada,CAN
Judy RABINOWITZ,https://olympics.com/en/athletes/judy-rabinowitz,Female,160 cm,54 kg,United States,USA
Ann Janeth ROSENDAHL,https://olympics.com/en/athletes/ann-janeth-rosendahl,Female,159 cm,58 kg,Sweden,SWE
Erja KUIVALAINEN,https://olympics.com/en/athletes/erja-kuivalainen,Female,167 cm,56-58 kg,Finland,FIN
Susan LONG,https://olympics.com/en/athletes/susan-long,Female,162 cm,56 kg,United States,USA
Carola ANDING,https://olympics.com/en/athletes/carola-anding,Female,168 cm,53 kg,East Germany,GDR
Stina Ulrika KARLSSON,https://olympics.com/en/athletes/stina-ulrika-karlsson,Female,173 cm,58 kg,Sweden,SWE
Doris Kristina HUGOSSON,https://olympics.com/en/athletes/doris-kristina-hugosson,Female,164 cm,52 kg,Sweden,SWE
Germana SPEROTTO,https://olympics.com/en/athletes/germana-sperotto,Female,168 cm,58 kg,Italy,ITA
Lynn Margaret SPENCER,https://olympics.com/en/athletes/lynn-margaret-spencer,Female,163 cm,53 kg,United States,USA
Monika GERMANN,https://olympics.com/en/athletes/monika-germann,Female,161 cm,51 kg,Switzerland,SUI
Ros COATES,https://olympics.com/en/athletes/ros-coates,Male,180 cm,81 kg,Italy,ITA
Metka MUNIH,https://olympics.com/en/athletes/metka-munih,Female,,,Yugoslavia,YUG
Kelly MILLIGAN,https://olympics.com/en/athletes/kelly-milligan,Female,,,United States,USA
Doris TRUEMAN,https://olympics.com/en/athletes/doris-trueman,Female,158 cm,50 kg,Great Britain,GBR
Nicola LAVERY,https://olympics.com/en/athletes/nicola-lavery,Female,162 cm,53 kg,Great Britain,GBR
Livia Elena REIT,https://olympics.com/en/athletes/livia-elena-reit,Female,161 cm,52 kg,Romania,ROU
Berit AUNLI,https://olympics.com/en/athletes/berit-aunli,Female,170 cm,56 kg,Norway,NOR
Nadejda BURLAKOVA,https://olympics.com/en/athletes/nadejda-burlakova,Female,165 cm,59 kg,Soviet Union,URS
Jana MLAKAR,https://olympics.com/en/athletes/jana-mlakar,Female,174 cm,57 kg,Yugoslavia,YUG
Gabriela SVOBODOVA,https://olympics.com/en/athletes/gabriela-svobodova,Female,163 cm,58 kg,Czechoslovakia,TCH
Paola POZZONI,https://olympics.com/en/athletes/paola-pozzoni,Female,163 cm,54 kg,Italy,ITA
Andreja SMREKAR,https://olympics.com/en/athletes/andreja-smrekar,Female,168 cm,60 kg,Yugoslavia,YUG
Patricia ROSS,https://olympics.com/en/athletes/patricia-ross,Female,173 cm,59 kg,United States,USA
Tatjana SMOLNIKAR,https://olympics.com/en/athletes/tatjana-smolnikar,Female,164 cm,58 kg,Yugoslavia,YUG
Laureen JEFFREY,https://olympics.com/en/athletes/laureen-jeffrey,Female,160 cm,52 kg,France,FRA
Ai-Xia DOU,https://olympics.com/en/athletes/ai-xia-dou,Female,,,People's Republic of China,CHN
Yu-Feng CHEN,https://olympics.com/en/athletes/yu-feng-chen,Female,,,Chinese Taipei,TPE
Chang-Yun ZHANG,https://olympics.com/en/athletes/chang-yun-zhang,Male,195 cm,88 kg,Republic of Korea,KOR
Shi-Ji SONG,https://olympics.com/en/athletes/shi-ji-song,Male,173 cm,63 kg,People's Republic of China,CHN
Vladimir NIKITINE,https://olympics.com/en/athletes/vladimir-nikitine,Male,164 cm,63 kg,Soviet Union,URS
Kari HÄRKÖNEN,https://olympics.com/en/athletes/kari-harkonen,Male,175 cm,64-66 kg,Finland,FIN
Benny Tord KOHLBERG,https://olympics.com/en/athletes/benny-tord-kohlberg,Male,190 cm,76 kg,Sweden,SWE
Geir HOLTE,https://olympics.com/en/athletes/geir-holte,Male,178 cm,67 kg,Norway,NOR
Franz SCHÖBEL,https://olympics.com/en/athletes/franz-schobel,Male,193 cm,90 kg,Romania,ROU
Josef SCHNEIDER,https://olympics.com/en/athletes/josef-schneider-1,Male,,,Switzerland,SUI
Timothy CALDWELL,https://olympics.com/en/athletes/timothy-caldwell,Male,183 cm,79 kg,United States,USA
Hideaki YAMADA,https://olympics.com/en/athletes/hideaki-yamada,Male,177 cm,65 kg,Japan,JPN
Yusei NAKAZAVA,https://olympics.com/en/athletes/yusei-nakazava,,,,,
Guang-Hao LIN,https://olympics.com/en/athletes/guang-hao-lin,Female,,,Chinese Taipei,TPE
Dian-Fa ZHU,https://olympics.com/en/athletes/dian-fa-zhu,Female,,,People's Republic of China,CHN
Satoshi SATO,https://olympics.com/en/athletes/satoshi-sato,Male,169 cm,61 kg,Japan,JPN
Andreas GUMPOLD,https://olympics.com/en/athletes/andreas-gumpold,Male,179 cm,70 kg,Austria,AUT
Bo-Nam KIM,https://olympics.com/en/athletes/bo-nam-kim,Male,170 cm,58 kg,Republic of Korea,KOR
Martin N. PEARSON,https://olympics.com/en/athletes/martin-n-pearson,,,,,
Norberto BAUMANN,https://olympics.com/en/athletes/norberto-baumann,Male,174 cm,65 kg,Argentina,ARG
Dimitrios BILIOURIS,https://olympics.com/en/athletes/dimitrios-biliouris,Male,182 cm,72 kg,Greece,GRE
Lazaros TOSOUNIDIS,https://olympics.com/en/athletes/lazaros-tosounidis,Male,189 cm,69 kg,Greece,GRE
Chi Thung WANG,https://olympics.com/en/athletes/chi-thung-wang,Female,160 cm,51 kg,Chinese Taipei,TPE
Muzaffer SELCUK,https://olympics.com/en/athletes/muzaffer-selcuk,Male,180 cm,74 kg,Türkiye,TUR
Kun-Shung CHANG,https://olympics.com/en/athletes/kun-shung-chang,Male,183 cm,71 kg,Chinese Taipei,TPE
Ove AUNLI,https://olympics.com/en/athletes/ove-aunli,Male,183 cm,75 kg,Norway,NOR
Audun ENDESTAD,https://olympics.com/en/athletes/audun-endestad,Male,185 cm,75 kg,United States,USA
Nils Anders LARSSON,https://olympics.com/en/athletes/nils-anders-larsson,Male,189 cm,75 kg,Sweden,SWE
Dagmar SCHVUBOVA,https://olympics.com/en/athletes/dagmar-schvubova,Female,170 cm,62 kg,West Germany,FRG
Petra VOGE,https://olympics.com/en/athletes/petra-voge,Female,170 cm,56 kg,East Germany,GDR
Eva-Lena Lisbet KARLSSON,https://olympics.com/en/athletes/eva-lena-lisbet-karlsson,Female,169 cm,62 kg,Sweden,SWE
Rosalyn SUMNERS,https://olympics.com/en/athletes/rosalyn-sumners,Female,155 cm,47 kg,United States,USA
Tiffany CHIN,https://olympics.com/en/athletes/tiffany-chin,Female,150 cm,41 kg,United States,USA
Elaine K. ZAYAK,https://olympics.com/en/athletes/elaine-k-zayak,,,,,
Caroline Susan BRITTAN,https://olympics.com/en/athletes/caroline-susan-brittan,Female,165 cm,48 kg,Great Britain,GBR
Elena VODOREZOVA,https://olympics.com/en/athletes/elena-vodorezova,Female,161 cm,47 kg,Soviet Union,URS
Kay THOMSON,https://olympics.com/en/athletes/kay-thomson,Female,160 cm,48 kg,Canada,CAN
Sandra CARIBONI,https://olympics.com/en/athletes/sandra-cariboni,Female,171 cm,58 kg,Switzerland,SUI
Sanda DUBRAVCIC,https://olympics.com/en/athletes/sanda-dubravcic,Female,162 cm,48 kg,Yugoslavia,YUG
Manuela RUBEN,https://olympics.com/en/athletes/manuela-ruben,Female,169 cm,54 kg,West Germany,FRG
Myriam OBERWILER,https://olympics.com/en/athletes/myriam-oberwiler,Female,159 cm,52 kg,Switzerland,SUI
Masako KATO,https://olympics.com/en/athletes/masako-kato,Female,159 cm,48 kg,Japan,JPN
Karin TELSER,https://olympics.com/en/athletes/karin-telser,Female,155 cm,45 kg,Italy,ITA
Catharina LINDGREN,https://olympics.com/en/athletes/catharina-lindgren,Female,167 cm,53 kg,Sweden,SWE
Susan Ann JACKSON,https://olympics.com/en/athletes/susan-ann-jackson,Female,158 cm,48 kg,Great Britain,GBR
Rudi CERNE,https://olympics.com/en/athletes/rudi-cerne,Male,179 cm,69 kg,West Germany,FRG
Scott HAMILTON,https://olympics.com/en/athletes/scott-hamilton,Male,160 cm,50 kg,United States,USA
Jean-Christophe SIMOND,https://olympics.com/en/athletes/jean-christophe-simond,Male,175 cm,65 kg,France,FRA
Josef SABOVCIK,https://olympics.com/en/athletes/josef-sabovcik,Male,174 cm,60 kg,Czechoslovakia,TCH
Vicky Maree HOLLAND,https://olympics.com/en/athletes/vicky-maree-holland,Female,168 cm,56 kg,Great Britain,GBR
Norbert SCHRAMM,https://olympics.com/en/athletes/norbert-schramm,Male,178 cm,70 kg,West Germany,FRG
Masaru OGAWA,https://olympics.com/en/athletes/masaru-ogawa,Male,157 cm,54 kg,Japan,JPN
Gary BEACOM,https://olympics.com/en/athletes/gary-beacom,Male,180 cm,67 kg,Canada,CAN
Laurent DEPOUILLY,https://olympics.com/en/athletes/laurent-depouilly,Male,168 cm,62 kg,France,FRA
Mark COCKERELL,https://olympics.com/en/athletes/mark-cockerell,Male,170 cm,63 kg,United States,USA
Zhao-Xiao XU,https://olympics.com/en/athletes/zhao-xiao-xu,Female,,,People's Republic of China,CHN
Falko KIRSTEN,https://olympics.com/en/athletes/falko-kirsten,Male,168 cm,58 kg,East Germany,GDR
Lars AKESSON,https://olympics.com/en/athletes/lars-akesson,Male,180 cm,68 kg,Sweden,SWE
Miljan BEGOVIC,https://olympics.com/en/athletes/miljan-begovic,Male,180 cm,68 kg,Yugoslavia,YUG
Jamie EGGLETON,https://olympics.com/en/athletes/jamie-eggleton,Male,,,Canada,CAN
Jae-Hyung CHO,https://olympics.com/en/athletes/jae-hyung-cho,Male,169 cm,60 kg,Republic of Korea,KOR
Sultan RAKHMANOV,https://olympics.com/en/athletes/sultan-rakhmanov,Male,188 cm,145 kg,Soviet Union,URS
Tadeusz RUTKOWSKI,https://olympics.com/en/athletes/tadeusz-rutkowski,Male,185 cm,109-125 kg,Poland,POL
Rudolf STREJCEK,https://olympics.com/en/athletes/rudolf-strejcek,Male,185 cm,114 kg,Czechoslovakia,TCH
Jürgen HEUSER,https://olympics.com/en/athletes/jurgen-heuser,Male,188 cm,134 kg,East Germany,GDR
Francisco MENDEZ,https://olympics.com/en/athletes/francisco-mendez,Male,,,Cuba,CUB
Talal NAJJAR,https://olympics.com/en/athletes/talal-najjar,Male,,,Syrian Arab Republic,SYR
Robert SKOLIMOWSKI,https://olympics.com/en/athletes/robert-skolimowski,Male,185 cm,130 kg,Poland,POL
Jouko LEPPA,https://olympics.com/en/athletes/jouko-leppa,Male,187 cm,140-152 kg,Finland,FIN
Bohuslav BRAUM,https://olympics.com/en/athletes/bohuslav-braum,Male,196 cm,148 kg,Czechoslovakia,TCH
Marin PARAPANCEA,https://olympics.com/en/athletes/marin-parapancea,Male,180 cm,115 kg,Romania,ROU
Vasily ALEKSEYEV,https://olympics.com/en/athletes/vasily-alekseyev,Male,185 cm,160 kg,Soviet Union,URS
Ota ZAREMBA,https://olympics.com/en/athletes/ota-zaremba,Male,184 cm,99 kg,Czechoslovakia,TCH
Gerardo FERNANDEZ TABARES,https://olympics.com/en/athletes/gerardo-fernandez-tabares,Male,190 cm,121 kg,Cuba,CUB
Igor NIKITIN,https://olympics.com/en/athletes/igor-nikitin,Male,175 cm,99 kg,Soviet Union,URS
Alberto BLANCO FERNANDEZ,https://olympics.com/en/athletes/alberto-blanco-fernandez,Male,173 cm,90 kg,Cuba,CUB
Michael HENNING,https://olympics.com/en/athletes/michael-henning,Male,,,Canada,CAN
Janos SOLYOMVARI,https://olympics.com/en/athletes/janos-solyomvari,Male,177 cm,98 kg,Hungary,HUN
Manfred FUNKE,https://olympics.com/en/athletes/manfred-funke,Male,175 cm,99 kg,East Germany,GDR
Michael PERSSON,https://olympics.com/en/athletes/michael-persson,Male,179 cm,98 kg,Sweden,SWE
Laszlo VARGA,https://olympics.com/en/athletes/laszlo-varga,Male,,,Hungary,HUN
Birgir Thor BORGTHORSSON,https://olympics.com/en/athletes/birgir-thor-borgthorsson,Male,180 cm,76 kg,Iceland,ISL
John BURNS,https://olympics.com/en/athletes/john-burns,Male,172 cm,109 kg,Great Britain,GBR
Raef FTOUNI,https://olympics.com/en/athletes/raef-ftouni,Male,,,Lebanon,LBN
Addison Brian DALE,https://olympics.com/en/athletes/addison-brian-dale,Male,180 cm,91 kg,Zimbabwe,ZIM
Plamen ASPARUKHOV,https://olympics.com/en/athletes/plamen-asparukhov,Male,180 cm,67 kg,Bulgaria,BUL
Asen ZLATEV,https://olympics.com/en/athletes/asen-zlatev,Male,173 cm,75 kg,Bulgaria,BUL
Franz STRIZIK,https://olympics.com/en/athletes/franz-strizik,Male,185 cm,99 kg,Austria,AUT
Nedelcho KOLEV,https://olympics.com/en/athletes/nedelcho-kolev,Male,169 cm,74 kg,Bulgaria,BUL
Julio ECHENIQUE,https://olympics.com/en/athletes/julio-echenique,Male,168 cm,73 kg,Cuba,CUB
Tapio KINNUNEN,https://olympics.com/en/athletes/tapio-kinnunen,Male,173 cm,70-82 kg,Finland,FIN
Vincenzo PEDICONE,https://olympics.com/en/athletes/vincenzo-pedicone,Male,170 cm,74 kg,Italy,ITA
Kevin WELCH-KENNEDY,https://olympics.com/en/athletes/kevin-welch-kennedy,Male,172 cm,67 kg,Great Britain,GBR
Dusan MIRKOVIC,https://olympics.com/en/athletes/dusan-mirkovic,Male,171 cm,74 kg,Yugoslavia,YUG
Sampson COSMAS,https://olympics.com/en/athletes/sampson-cosmas,Male,167 cm,75 kg,Nigeria,NGR
Günter SCHLIWKA,https://olympics.com/en/athletes/gunter-schliwka,Male,169 cm,74 kg,East Germany,GDR
Kheir Mohamed TARABULSI,https://olympics.com/en/athletes/kheir-mohamed-tarabulsi,Male,167 cm,75 kg,Lebanon,LBN
Viktor MAZIN,https://olympics.com/en/athletes/viktor-mazin,Male,156 cm,60 kg,Soviet Union,URS
Julio LOSCOS,https://olympics.com/en/athletes/julio-loscos-1,Male,154 cm,60 kg,Cuba,CUB
Antoni PAWLAK,https://olympics.com/en/athletes/antoni-pawlak,Male,170 cm,59-60 kg,Poland,POL
Frantisek NEDVED,https://olympics.com/en/athletes/frantisek-nedved,Male,163 cm,60 kg,Czechoslovakia,TCH
Stefan DIMITROV,https://olympics.com/en/athletes/stefan-dimitrov-1,Male,,,Bulgaria,BUL
Jean-Claude CHAVIGNY,https://olympics.com/en/athletes/jean-claude-chavigny,Male,158 cm,56 kg,France,FRA
Mohamed GOUNI,https://olympics.com/en/athletes/mohamed-gouni,Male,168 cm,60 kg,Algeria,ALG
Faouaz NADIRIN,https://olympics.com/en/athletes/faouaz-nadirin,,,,,
Paulo Batista DE SENE,https://olympics.com/en/athletes/paulo-batista-de-sene,Male,154 cm,56 kg,Brazil,BRA
Constantin CHIRU,https://olympics.com/en/athletes/constantin-chiru,Male,157 cm,60 kg,Romania,ROU
Jeffrey BRYCE,https://olympics.com/en/athletes/jeffrey-bryce,Male,160 cm,60 kg,Great Britain,GBR
Rajendra PRADHAN,https://olympics.com/en/athletes/rajendra-pradhan,Male,,,Nepal,NEP
Kanybek OSMONALIEV,https://olympics.com/en/athletes/kanybek-osmonaliev,,,,,
Sydney IKEBAKU,https://olympics.com/en/athletes/sydney-ikebaku,Male,164 cm,60 kg,Nigeria,NGR
Bong Chol HO,https://olympics.com/en/athletes/bong-chol-ho,Male,,,Democratic People's Republic of Korea,PRK
Gyong Si HAN,https://olympics.com/en/athletes/gyong-si-han,Female,162 cm,54 kg,Chinese Taipei,TPE
Gaetano TOSTO,https://olympics.com/en/athletes/gaetano-tosto,Male,158 cm,56 kg,Italy,ITA
Ferenc HORNYAK,https://olympics.com/en/athletes/ferenc-hornyak,Male,162 cm,52 kg,Hungary,HUN
Francisco CASAMAYOR FALS,https://olympics.com/en/athletes/francisco-casamayor-fals,Male,155 cm,52 kg,Cuba,CUB
Stefan LELETKO,https://olympics.com/en/athletes/stefan-leletko,Male,150 cm,51-52 kg,Poland,POL
Almabruk Mahmud MAHMUD,https://olympics.com/en/athletes/almabruk-mahmud-mahmud,Male,160 cm,52 kg,Libya,LBA
Imade KADRO,https://olympics.com/en/athletes/imade-kadro,,,,,
Durval DE MORAES,https://olympics.com/en/athletes/durval-de-moraes,Male,152 cm,51 kg,Brazil,BRA
Joseph CHIAPPARO,https://olympics.com/en/athletes/joseph-chiapparo,Male,153 cm,52 kg,Belgium,BEL
Karunagaran EKAMBARAM,https://olympics.com/en/athletes/karunagaran-ekambaram,,,,,
Peter BACZAKO,https://olympics.com/en/athletes/peter-baczako,Male,171 cm,84 kg,Hungary,HUN
Frank MANTEK,https://olympics.com/en/athletes/frank-mantek,Male,174 cm,89 kg,East Germany,GDR
Dalibor REHAK,https://olympics.com/en/athletes/dalibor-rehak,Male,181 cm,90 kg,Czechoslovakia,TCH
Rumen ALEKSANDROV,https://olympics.com/en/athletes/rumen-aleksandrov,Male,176 cm,89 kg,Bulgaria,BUL
Witold WALO,https://olympics.com/en/athletes/witold-walo,Male,178 cm,90 kg,Poland,POL
Lubomir SRSEN,https://olympics.com/en/athletes/lubomir-srsen,Male,165 cm,89 kg,Czechoslovakia,TCH
Gary LANGFORD,https://olympics.com/en/athletes/gary-langford,Male,172 cm,89 kg,Great Britain,GBR
Luis ROSITO,https://olympics.com/en/athletes/luis-rosito,Male,174 cm,88 kg,Guatemala,GUA
Victor RUIZ,https://olympics.com/en/athletes/victor-ruiz-1,Male,169 cm,85 kg,Mexico,MEX
Luigi FRATANGELO,https://olympics.com/en/athletes/luigi-fratangelo,Male,177 cm,89 kg,Australia,AUS
Ferenc ANTALOVICS,https://olympics.com/en/athletes/ferenc-antalovics,Male,168 cm,85 kg,Hungary,HUN
Hugo DE GRAUWE,https://olympics.com/en/athletes/hugo-de-grauwe,Male,176 cm,90 kg,Belgium,BEL
Myint SANN,https://olympics.com/en/athletes/myint-sann,Male,170 cm,90 kg,Myanmar,MYA
Blagoi BLAGOEV,https://olympics.com/en/athletes/blagoi-blagoev,Male,168 cm,62 kg,Bulgaria,BUL
David RIGERT,https://olympics.com/en/athletes/david-rigert,Male,174 cm,92 kg,Soviet Union,URS
Pawel RABCZEWSKI,https://olympics.com/en/athletes/pawel-rabczewski,Male,180 cm,82 kg,Poland,POL
Dusan POLIACIK,https://olympics.com/en/athletes/dusan-poliacik,Male,165 cm,82 kg,Czechoslovakia,TCH
Krasimir DRANDAROV,https://olympics.com/en/athletes/krasimir-drandarov,Male,169 cm,82 kg,Bulgaria,BUL
Jan LISOWSKI,https://olympics.com/en/athletes/jan-lisowski,Male,168 cm,82 kg,Poland,POL
Detlef BLASCHE,https://olympics.com/en/athletes/detlef-blasche,Male,170 cm,81 kg,East Germany,GDR
Erling JOHANSEN,https://olympics.com/en/athletes/erling-johansen,Male,174 cm,80 kg,Denmark,DEN
Juhani AVELLAN,https://olympics.com/en/athletes/juhani-avellan,Male,171 cm,75-85 kg,Finland,FIN
Stefan JONSSON,https://olympics.com/en/athletes/stefan-jonsson-2,Male,178 cm,83 kg,Iceland,ISL
Serge VAN COTTOM,https://olympics.com/en/athletes/serge-van-cottom,Male,176 cm,82 kg,Belgium,BEL
Vladimir ZRNIC,https://olympics.com/en/athletes/vladimir-zrnic,Male,176 cm,82 kg,Yugoslavia,YUG
Bertalan MANDZAK,https://olympics.com/en/athletes/bertalan-mandzak,Male,173 cm,82 kg,Hungary,HUN
Leif NILSSON,https://olympics.com/en/athletes/leif-nilsson,Male,188 cm,108 kg,Sweden,SWE
György SZALAI,https://olympics.com/en/athletes/gyorgy-szalai,Male,180 cm,108 kg,Hungary,HUN
Valentin CHRISTOV,https://olympics.com/en/athletes/valentin-christov,Male,,,Czechoslovakia,TCH
Vinzenz HÖRTNAGL,https://olympics.com/en/athletes/vinzenz-hortnagl,Male,185 cm,107 kg,Austria,AUT
Dimitrios ZARZAVATSIDIS,https://olympics.com/en/athletes/dimitrios-zarzavatsidis,Male,,,Greece,GRE
Mario GARCIA RODRIGUEZ,https://olympics.com/en/athletes/mario-garcia-rodriguez,Male,,,Colombia,COL
Donald MITCHELL,https://olympics.com/en/athletes/donald-mitchell,Male,,,South Africa,RSA
Viktor SIRKIA,https://olympics.com/en/athletes/viktor-sirkia,Male,180 cm,110 kg,Finland,FIN
Andrzej DRZEWIECKI,https://olympics.com/en/athletes/andrzej-drzewiecki,Male,180 cm,107 kg,Great Britain,GBR
Pavel KHEK,https://olympics.com/en/athletes/pavel-khek,Male,190 cm,109 kg,Czechoslovakia,TCH
Tadeusz DEMBONCZYK,https://olympics.com/en/athletes/tadeusz-dembonczyk,Male,155 cm,56 kg,Poland,POL
Eui Yong YANG,https://olympics.com/en/athletes/eui-yong-yang,Male,152 cm,56 kg,Democratic People's Republic of Korea,PRK
Daniel NUNEZ AGUIAR,https://olympics.com/en/athletes/daniel-nunez-aguiar,Male,155 cm,52 kg,Cuba,CUB
Andreas LETZ,https://olympics.com/en/athletes/andreas-letz,Male,158 cm,56 kg,East Germany,GDR
Imre STEFANOVICS,https://olympics.com/en/athletes/imre-stefanovics,Male,151 cm,59 kg,Hungary,HUN
Abdul Karim GIZAR,https://olympics.com/en/athletes/abdul-karim-gizar,Male,,,Iraq,IRQ
Jong Sop CHOE,https://olympics.com/en/athletes/jong-sop-choe,Male,155 cm,56 kg,Democratic People's Republic of Korea,PRK
Johnny HELSING,https://olympics.com/en/athletes/johnny-helsing,Male,157 cm,56 kg,Sweden,SWE
Pertti TORIKKA,https://olympics.com/en/athletes/pertti-torikka,Male,158 cm,56 kg,Sweden,SWE
Ali SHALABI,https://olympics.com/en/athletes/ali-shalabi,Male,160 cm,56 kg,Libya,LBA
Tamil Selvan MUNISWAMY,https://olympics.com/en/athletes/tamil-selvan-muniswamy,Male,158 cm,56 kg,India,IND
Ashokkumar KARKI,https://olympics.com/en/athletes/ashokkumar-karki,Male,157 cm,55 kg,Nepal,NEP
Bruno LEBRUN,https://olympics.com/en/athletes/bruno-lebrun,Male,162 cm,56 kg,France,FRA
